,FALSE,"b""I'm at SF MUNI - L Taraval - @sfmta_muni in San Francisco, CA https://t.co/3N1JXENWs4""",,,,
,FALSE,b'@James_Gross @sfmta_muni',,,,
,FALSE,"b'@sfmta_muni I like the Rate My Ride feature in the Muni Mobile app, but can you add an option to give other types of feedback?  For example, arrival predictions on the 24 line are several minutes out of whack tonight.  Or wondering if the new Metro cars will always be so jerky?'",,,,
,FALSE,b'People that live and work in San Francisco should be proud of @sfmta_muni supporting @AirResources proposed standard for zero-emission buses https://t.co/TInaTn1zoc https://t.co/Nxukzkco6H',,,,
,FALSE,"b""@sfmta_muni 35 min+ between N's at Embarcadero, and plenty of empty double cars going by. Unacceptable.""",,,,
,TRUE,b'Only one thing to do @sfmta_muni - add more angled Parking to our city core anytime there\xe2\x80\x99s a street project! https://t.co/l24mH8YpYW',,,,
,FALSE,"b'@sfmta_muni And just like that, the ETA for the next N is now 21 mins. It means at least 45 mins since the last N OB. There is a special place in hell for MUNI leadership.'",,,,
,FALSE,b'@sfmta_muni So unpredictable and shitty. I hate you guys so much.',,,,
,FALSE,b'@sfmta_muni Wait at 4th&amp;King for 20 mins. A train w/o a marked route arrives. People jump on w/ the assumption that it\xe2\x80\x99s an N OB. Get to Embarcadero and muni says f u to everyone by switching it to a K. We hop off. There is another K waiting on the tracks. Next N is not for another 10 mins.',,,,
,FALSE,b'Sooooo... is the #NJudah difficult to track or something? It\xe2\x80\x99s early evening at Embarcadero station and the predicted wait time was 28 min - @sfmta_muni staff said the screens were incorrect. It\xe2\x80\x99s been over 10 min and I\xe2\x80\x99m still waiting. Are y\xe2\x80\x99all crystal ballin\xe2\x80\x99 it or what?',,,,
,FALSE,b'@sfmta_muni pls send out the 31.',,,,
,TRUE,b'ATTN: IB #LTaraval blocked at Taraval and 24th by #SFPD activity.',,,,
,FALSE,"b'@sfmta_muni They should be, I agree.'",,,,
,FALSE,b'@sfmta_muni keeps abruptly reversing N-Judah at 19th Avenue instead of La Playa. Full train had to disembark for no reason. Please stop this practice! https://t.co/U7u5bOQEZN',,,,
,FALSE,b'@sfmta_muni When the overhead announcement at the station says \xe2\x80\x9cN OB to 19th Avenue and to Ocean Beach.\xe2\x80\x9d How is one supposed to interpret that?',,,,
,FALSE,"b'@sfmta_muni please put a N metro every 4-5mn, it\xe2\x80\x99s always too crowded!!!!'",,,,
,FALSE,b'@sfmta_muni That\xe2\x80\x99s alright! The N eventually came!',,,,
,FALSE,b'@sfmta_muni The signs kept reporting about the IB J going to Duboce and shuttles at 22nd. No mention of the N.',,,,
,FALSE,"b'Here\'s a thread on how awful the new @sfmta_muni trains are:\n1) The seats are way too high. The avg height for a woman is 5\'4"" and I\'m 5\'3"". My feet don\'t touch the ground. A 6\'1"" gentleman, who sat next to me said it was way too high for him as well.'",,,,
,TRUE,"b""I'm seeing soft-hit posts and a painted bulb-out in photos. Since there is clearly a need, perhaps @sfmta_muni can replace those with infrastructure that's, I dunno, maybe a little harder to drive your car through?\n@VisionZeroSF @walksf #ZeroVision\n\nhttps://t.co/2LBt3iJ0Wv""",,,,
,FALSE,"b'@sfmta_muni as great as it is to know about the J Train at 4th and King, could we actually get some updates on the N? The train that comes to and from this station?'",,,,
,FALSE,b'@sfmta_muni is there something wrong with outbound N? It took 25 minutes to show up to Caltrain and now we seem to be delayed at Carl/Cole.',,,,
,FALSE,b'@sfmta_muni #sfmunimightaswellwalk kinda day #sfmuni #sfmta #subwaysvc #sanfrancisco #california',,,,
,FALSE,"b""First there's a 30 min wait for the #njudah, now the new @sfmta_muni train doors are NOT working. They won't open and we're at Carl and Cole for the past 5-10 mins. #muni""",,,,
,FALSE,b'@sfmta_muni #LTaraval #shuttle bus just dumped us all off at Sunset. How are we supposed to get to 46th Ave?',,,,
,FALSE,b'@sfmta_muni #LTaraval #shuttle bus just dropped us off at Sunset. How are we supposed to get to 46th Ave?',,,,
,FALSE,b'@sfmta_muni Is building going to collapse??',,,,
,FALSE,b'@sfmta_muni Your operator is misinformed telling us to walk to Sunset! Shuttle bus arrived.',,,,
,FALSE,b'@sfmta_muni Bus shuttle needs to meet passengers waiting at 19th Ave',,,,
,FALSE,b'@sfmta_muni #LTaraval just dropped us off at 19th Ave telling us to walk to Sunset to catch a shuttle!!! WTF? #sfmuni #sfmta #subwaysvc #commuter hour',,,,
,FALSE,b'UPDATE: #LTaraval continues to switch back due to a non Muni collision. https://t.co/863GOivsUX',,,,
,FALSE,b'The one where Kirk and Spock save the whales whilst braving @sfmta_muni! Makes me miss living in #sanfrancisco! https://t.co/HAoTLitzX4',,,,
,TRUE,"b'Big thanks to @sfmta_muni &amp; our contact George Reynolds &amp; team for completing additional crosswalk striping, street legends, plus many other safety improvements #fixitbernalheights https://t.co/FXeusc1o7q'",,,,
,FALSE,"b'@sfmta_muni have you ever entertained the policy of requiring drivers communicate issues and delays to passengers? More often than not, I sit on the N for several minutes with no idea if I should make another plan to get where I\xe2\x80\x99m going.'",,,,
,FALSE,b'I\xe2\x80\x99m really fuckin sick of y\xe2\x80\x99all bullshit g @sfmta_muni',,,,
,FALSE,b'I\xe2\x80\x99m starting to believe @sfmta_muni doesn\xe2\x80\x99t *want* me to become a yoga teacher. #njudahtime',,,,
,FALSE,b'@sfmta_muni looks like you guys need to fix your signs in Embarcadero...one show L other shows M https://t.co/81Eqdj5TIl',,,,
,FALSE,"b'Double digit wait times for every outbound @sfmta_muni from Montgomery. Different day, same #shitshow in #SF \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'",,,,
,FALSE,"b'@sfmta_muni I dont like the delay from Non Muni Accident, any extra shuttles running to help? L Taraval'",,,,
,FALSE,b'@sfmta_muni Busses picking up where?',,,,
,TRUE,"b""I keep hearing SFPark failed. San Francisco's demand-based parking price pilot did not fail. Pilot ended, lessons learned and @sfmta_muni adopted the approach (with tweaks) across ALL SF metered parking. Still working now without fuss. https://t.co/1VQsJ4v7Lv @jvhpt @DonaldShoup""",,,,
,FALSE,b'Our Thoughts: Leading With #Equity for #Transit Connected #Ecodistricts \xf0\x9f\x92\x95\n** shoutouts @RailVolution  @EcoDistricts  @WilkinsburgCDC  @sfmta_muni  @Pgh4PubTransit  @PghCRG  @PGHtransit ** \n#Cities #CommunityEngagement  \nhttps://t.co/RH1bmpJVXn https://t.co/DHiTd05NMG',,,,
,TRUE,"b'The @sfmta_muni chose scooter companies that do not have the product figured out. \n\nSee above for Scoot. Skip required scooters off the street during our brief rain. \n\nScoot and Skip should be given a chance, not a duopoly!\n\nSF, please take advantage of VCs losing money!'",,,,
,FALSE,b'Give thanks for your San Francisco Heroes. Nominate them 4 a NEN Award by Dec 16th #Thx4RT @sfdbi @sfmta_muni @SFMONS @RecParkSF @SF_DPH @VisionZeroSF @SF311 @sfmayoroffice @SFElections @SFEnvironment @Scott_Wiener @DavidChiu @NancyPelosi @SenFeinstein @SenKamalaHarris @PhilTing https://t.co/2plcJXimhX',,,,
,FALSE,b'UPDATE: Delay at Third and Underwood has cleared but OB #TThird remains delayed at Burke due to a signal issue. https://t.co/Bocb8oZ0Eg',,,,
,FALSE,b'@sfmta_muni excuse me I\xe2\x80\x99ve been waiting almost a half hour for a train that was supposedly \xe2\x80\x9c9 minutes away\xe2\x80\x9d https://t.co/bav6KiKrGp',,,,
,FALSE,b'@lahosken @sfmta_muni Yes.',,,,
,FALSE,b'@MeikaSue CC @EdReiskin @sfmta_muni @transpocrat',,,,
,FALSE,"b'UPDATE: OB #FMarket switching back at Ferry. Use #subwaysvc btwn Embarcadero and Castro, https://t.co/vSQP5appxa'",,,,
,FALSE,b'My six-year-old daughter asked for her own @sfmta_muni pass for Christmas and I can\xe2\x80\x99t deal with how cute that is',,,,
,FALSE,b'Expect weekday daytime flaggers and traffic control on 9th Street between Ave of Palms and Ave H the weeks of 11/26 and 12/3.  No impact to @sfmta_muni 25 route or stops.  Please drive safely on Island at all times!',,,,
